latitude,longitude,name,species_code,scientific_name,common_name,height,diameter,information,location,island_abbv,island_name,base,tmk,circumference,id
21.27,-157.82,"20,140,104",CAEQ,Casuarina equisetifolia,Ironwood,52-85,25.5-41.5,,Kalakaua Ave. (Kapahulu to Poni Moi Rd.),O,Oahu,,31043001,,111
21.3,-157.82,"20,140,574",HENY,Hernandia nymphaeifolia,Jack-in-the-box tree,28,29.4,Unique white bark with black lines throughout the trunk.,"University of Hawaii - Manoa, Sinclair Library",O,Oahu,,28023003,7.7,591
21.33,-157.85,"20,140,068",CAIN4,Calophyllum inophyllum,Kamani,52.5,34.8,Located on the backside of the property.,52 Robinson Lane (Nuuanu),O,Oahu,,18003002,9.11,71
21.51,-157.84,"20,140,069",CAIN4,Calophyllum inophyllum,Kamani,46,126,"On government property. No public access. Two trunks diamater = 49.5, 77 inches.","Kualoa Regional Park, near fishpond",O,Oahu,,49004001,1,72
21.51,-157.84,"20,140,070",CAIN4,Calophyllum inophyllum,Kamani,53,N/A,On government property. No public access. Unable to measure circumference due to fire ant swarm at base of tree.,"Kualoa Regional Park, near fishpond",O,Oahu,,49004001,N/A,73
21.48,-158.04,"20,140,071",CAIN4,Calophyllum inophyllum,Kamani,40-45,36.5-42,,"Wheeler Army Airfield, Haley Ave., lining both sides of road",O,Oahu,Wheeler,77001001,,74
21.3,-157.84,"20,140,106",CEPE,Ceiba pentandra,Kapok,75,151.3,,"Dept. of Agricultuture, 1428 S. King. St.",O,Oahu,,24005018,39.6,115
21.32,-157.86,"20,140,108",CEPE,Ceiba pentandra,Kapok,83.5,61.9,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,16.2,117
21.32,-157.86,"20,140,107",CEPE,Ceiba pentandra,Kapok,88.5,87.5,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,22.9,116
21.31,-157.85,"20,141,144",CEPE,Ceiba pentandra,Kapok,66.5,74.5,Nomination Needed.,Queen's Medical Center,O,Oahu,,21035003,19.5,1194
21.33,-157.84,"20,140,584",LICH4,Litchi chinensis,Litchi,39.5,83.25,32 & 51.25 (Two trunks),2616 Pali Highway (Old Walker Estate),O,Oahu,,18008001,,601
21.35,-157.76,"20,140,585",LICH4,Litchi chinensis,Litchi,85,88,"Extremely tall tree, west side of the path.","Castle Ranch, 1385 Maunawili Rd., Kailua",O,Oahu,,42009001,23,602
21.5,-158.01,"20,141,233",LICH4,Litchi chinensis,Litchi,42,82,Minor structural issues along one of the tree's four major stems.,"1699 Walea Street, Wahiawa, Hawaii, 96786",O,Oahu,,,,1287
21.32,-157.86,"20,140,646",PRLO2,Pritchardia lowreyana,Loulu Palm,11,5.7,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,1.5,666
21.33,-157.85,"20,140,587",MAIN8,Macadamia integrifolia,Macadamia Nut,38.5,26.8,Planted in the 1920s,52 Robinson Lane (Nuuanu),O,Oahu,,18003002,7,604
21.49,-158.06,"20,140,877",SWMA2,Swietenia macrophylla,Mahogany,78,58.5,,"Schoffield Barracks, west Lewis St.",O,Oahu,Schofield,77001001,,914
21.33,-157.84,"20,140,878",SWMA,Swietenia mahagoni,Mahogany,52,62,,2616 Pali Highway (Old Walker Estate),O,Oahu,,18008001,N/A,915
21.3,-157.84,"20,140,881",SWMA,Swietenia mahagoni,Mahogany,42-58.5,,,"Kalakaua Ave., Beretania St. to Kapahulu Blvd.",O,Oahu,,24005000,,918
21.49,-158.06,"20,140,876",SWMA2,Swietenia macrophylla,Mahogany,78,51,,"Schoffield Barracks, west Lewis St.",O,Oahu,Schofield,77001001,,913
21.49,-158.06,"20,140,875",SWMA2,Swietenia macrophylla,Mahogany,89,67,,"Schoffield Barracks, 1 west Glennan Ave. Bldg 672",O,Oahu,Schofield,77001001,,912
21.3,-157.84,"20,140,589",MAAM2,Mammea americana,Mammee Apple,45,36,,"Dept. of Agricultuture, 1428 S. King. St.",O,Oahu,,24005018,9.6,606
21.33,-157.84,"20,140,590",MAIN,Mangifera indica,Mango,57,69,Produces a large amount of fruit for its old age.,2616 Pali Highway (Old Walker Estate),O,Oahu,,18003002,,607
21.34,-157.84,"20,140,592",MAIN,Mangifera indica,Mango,66,88.3,Produces a great deal of mangos. Located in the center of the park.,Nuuanu Valley Park,O,Oahu,,22034028,23.1,609
21.35,-157.76,"20,140,571",GAMA10,Garcinia mangostana,Mangosteen,N/A,N/A,Off the path. Not Accessible.,"Castle Ranch, 1385 Maunawili Rd., Kailua",O,Oahu,,42009001,N/A,588
21.31,-157.8,"20,141,225",AT5,Attalea cohune,Mexican Cohune Nut Palms,81-83.5,19.5-22.7,Once owned by Dr. Straub. The home is built around the trees.,3296 Paty Drive,O,Oahu,,2-9-041:068,,1278
21.49,-158.04,"20,140,901",WARO,Washingtonia robusta,Mexican Fan Palm,67,15.5-17,,"Schoffield Barracks, Dickman Rd., west side",O,Oahu,Schofield,77001001,,940
21.49,-158.06,"20,140,887",WARO,Washingtonia robusta,Mexican Fan Palm,66-69,15-16,,"Glennan St., lining both sides of street Mexican Fan alms",O,Oahu,Schofield,77001001,,924
21.5,-158.02,"20,140,259",EUDE,Eucalyptus deglupta,Mindanao Gum,112,52,Not the Mindanao Gum with the #1 sign on it. The exceptional tree has a gold plaque and is a little further in the botanical gardens.,"Wahiawa Botanical Garden, 1396 Calif. Ave.",O,Oahu,,74017001,,272
21.39,-157.72,"20,140,819",ALSA,Albizia saman,Monkeypod,N/A,N/A,Not accessible due to being in the backyard on private property.,"1070 Aalapapa Dr., Lanikai",O,Oahu,,43006102,N/A,851
21.33,-157.85,"20,140,817",ALSA,Albizia saman,Monkeypod,56,N/A,Diameter could not be obtained due to vegetation surrounding the base of the tree. Located on private property.,420 Wyllie St. (Nuuanu),O,Oahu,,18006007,N/A,849
21.35,-157.89,"20,140,816",ALSA,Albizia saman,Monkeypod,53.5,78.7,"Famous ""Hitachi Tree"".","""Hitachi Tree"" Moanalua Gardens",O,Oahu,,11009004,20.6,848
21.3,-157.83,"20,140,818",ALSA,Albizia saman,Monkeypod,38,94,Private Property. No access to the public. Inside church property.,"Central Union Church, 1660 S. Beretania St.",O,Oahu,,28011002,24.6,850
21.48,-158.04,"20,140,820",ALSA,Albizia saman,Monkeypod,58,70,,"Wheeler Army Airfield, 258 Haley Ave Apt. 102",O,Oahu,Wheeler,77001001,,852
21.4,-157.8,"20,140,821",ALSA,Albizia saman,Monkeypod,34-52,27.9-50.8,The ET plaque is on the tree on the corner of Koa Kahiko and Aumoku Street,"Windward City Shopping Center, Kaneohe",O,Oahu,,45060061,7.3-13.3,853
21.38,-157.75,"20,140,851",ALSA,Albizia saman,Monkeypod,52,89.8,Women's Community Correctional Facility Front Lawn,"Women's Community Corrections Ctr., Kailua",O,Oahu,,42003005,23.5,885
21.33,-157.85,"20,140,832",ALSA,Albizia saman,Monkeypod,35.1,85.6,All around the noted property.,52 Robinson Lane (Nuuanu),O,Oahu,,18003002,22.4,866
21.35,-157.89,"20,140,849",ALSA,Albizia saman,Monkeypod,52,76.1,Has Plaque,"Moanalua Gardens, 1352 Pineapple Pl.",O,Oahu,,11009004,19.9,883
